Time;pH1_001_PV;O2_flow_001.PV;DO1_001.PV;CO2_flow_001.PV;BioR_temp_001.PV;Air_flow_001.PV;BioR_stirring_001.SP;BioOUT_pump_001.SP;BioIN_pump_001.SP;Base_pump_001.SP
01/10/2024 22:29:33.745;;;;;;183;;;;
01/10/2024 22:31:28.034;;;;13.1;;;;;;
01/10/2024 22:47:55.516;7.45;;89;;;183;;;;
01/10/2024 22:56:34.195;;;;;35.0;;;;;
01/10/2024 22:56:35.499;;;89;;;;;;;
01/10/2024 22:58:09.525;;;;17.3;;;;;;
01/10/2024 23:00:03.403;;;;;;182;;;;
01/10/2024 23:01:19.020;;;;;34.9;;;;;
01/10/2024 23:01:46.436;;;;19.1;;;;;;
01/10/2024 23:02:26.935;;;89;;;;;;;
01/10/2024 23:09:19.636;;;;24.5;;;;;;
01/10/2024 23:12:02.964;;;;13.3;;;;;;
01/10/2024 23:21:39.942;;;;;34.9;;;;;
01/10/2024 23:24:45.752;;;89;;;;;;;
01/10/2024 23:30:29.492;;;;;;183;;;;
01/10/2024 23:44:03.116;;;;;35.2;;;;;
01/10/2024 23:47:55.606;7.45;;;;;183;;;;
01/10/2024 23:54:11.526;;;89;;;;;;;
01/10/2024 23:56:53.955;;;;17.4;;;;;;
01/10/2024 23:59:35.559;;;;;35.0;;;;;
01/10/2024 23:59:54.915;;;89;;;;;;;
02/10/2024 00:01:00.134;;;;;;182;;;;
02/10/2024 00:01:06.432;;;;18.5;;;;;;
02/10/2024 00:01:27.148;;;;;35.1;;;;;
02/10/2024 00:01:51.920;;;89;;;;;;;
02/10/2024 00:02:27.853;;;;22.3;;;;;;
02/10/2024 00:19:01.979;;;;;34.9;;;;;
02/10/2024 00:31:26.697;;;;;;183;;;;
02/10/2024 00:36:05.537;;;;13.5;;;;;;
02/10/2024 00:40:02.313;;;;;35.2;;;;;
02/10/2024 00:47:55.583;7.45;;;;;183;;;;
02/10/2024 00:48:46.534;;;89;;;;;;;
02/10/2024 00:56:01.677;;;89;;;;;;;
02/10/2024 00:56:45.373;;;;;35.0;;;;;
02/10/2024 00:57:43.789;;;;17.3;;;;;;
02/10/2024 00:58:23.384;;;89;;;;;;;
02/10/2024 01:01:26.099;;;89;;;;;;;
02/10/2024 01:01:57.177;;;;;;182;;;;
02/10/2024 01:03:06.884;;;;16.9;;;;;;
02/10/2024 01:03:12.788;;;;;34.9;;;;;
02/10/2024 01:04:56.283;;;89;;;;;;;
02/10/2024 01:12:20.897;;;;;34.8;;;;;
02/10/2024 01:29:12.934;;;;24.6;;;;;;
02/10/2024 01:32:25.531;;;;;;183;;;;
02/10/2024 01:34:21.164;;;;;35.2;;;;;
02/10/2024 01:36:55.969;;;89;;;;;;;
02/10/2024 01:47:55.614;7.45;;;;;183;;;;
02/10/2024 01:55:06.388;;;;;35.0;;;;;
02/10/2024 01:55:52.290;;;;15.1;;;;;;
02/10/2024 01:55:54.008;;;;17.4;;;;;;
02/10/2024 01:59:07.997;;;89;;;;;;;
02/10/2024 02:01:08.591;;;;;34.9;;;;;
02/10/2024 02:02:15.209;;;;;34.9;;;;;
02/10/2024 02:02:49.809;;;;16.7;;;;;;
02/10/2024 02:02:52.512;;;;;;182;;;;
02/10/2024 02:03:10.537;;;89;;;;;;;
02/10/2024 02:07:04.999;;;;14.1;;;;;;
02/10/2024 02:33:03.798;;;;;35.2;;;;;
02/10/2024 02:33:18.197;;;;;;183;;;;
02/10/2024 02:34:15.370;;;89;;;;;;;
02/10/2024 02:36:26.298;;;;24.3;;;;;;
02/10/2024 02:41:22.791;;;89;;;;;;;
02/10/2024 02:47:55.627;7.45;;;;;183;;;;
02/10/2024 02:54:19.101;;;;17.4;;;;;;
02/10/2024 02:54:55.048;;;89;;;;;;;
02/10/2024 02:57:34.424;;;;;35.0;;;;;
02/10/2024 03:00:16.362;;;;;35.1;;;;;
02/10/2024 03:01:11.744;;;89;;;;;;;
02/10/2024 03:01:44.564;;;;16.5;;;;;;
02/10/2024 03:03:46.071;;;;;;183;;;;
02/10/2024 03:19:53.996;;;;23.9;;;;;;
02/10/2024 03:31:59.412;;;89;;;;;;;
02/10/2024 03:34:16.211;;;;;;182;;;;
02/10/2024 03:35:11.135;;;;;35.1;;;;;
02/10/2024 03:45:50.564;;;;;34.8;;;;;
02/10/2024 03:47:55.678;7.45;;;;;183;;;;
02/10/2024 03:48:31.654;;;89;;;;;;;
02/10/2024 03:56:13.862;;;;13.2;;;;;;
02/10/2024 03:56:16.083;;;;17.3;;;;;;
02/10/2024 03:59:09.293;;;;;35.0;;;;;
02/10/2024 03:59:30.946;;;89;;;;;;;
02/10/2024 04:00:17.759;;;;;35.1;;;;;
02/10/2024 04:02:16.975;;;89;;;;;;;
02/10/2024 04:04:42.787;;;;;;183;;;;
02/10/2024 04:05:49.394;;;89;;;;;;;
02/10/2024 04:06:04.191;;;;16.6;;;;;;
02/10/2024 04:07:26.108;;;;14.6;;;;;;
02/10/2024 04:11:43.087;;;;;35.2;;;;;
02/10/2024 04:21:31.233;;;;26.4;;;;;;
02/10/2024 04:32:39.037;;;89;;;;;;;
02/10/2024 04:35:13.347;;;;;;182;;;;
02/10/2024 04:47:45.785;;;;;34.8;;;;;
02/10/2024 04:47:55.690;7.45;;;;;183;;;;
02/10/2024 04:58:36.512;;;;;35.0;;;;;
02/10/2024 04:58:48.607;;;;17.3;;;;;;
02/10/2024 04:59:05.293;;;89;;;;;;;
02/10/2024 05:01:07.629;;;;18.1;;;;;;
02/10/2024 05:04:24.819;;;89;;;;;;;
02/10/2024 05:05:42.138;;;;;;183;;;;
02/10/2024 05:06:20.419;;;;13.1;;;;;;
02/10/2024 05:07:15.840;;;;;35.1;;;;;
02/10/2024 05:16:00.051;;;;;35.2;;;;;
02/10/2024 05:36:07.802;;;;;;183;;;;
02/10/2024 05:36:08.285;;;;;;183;;;;
02/10/2024 05:44:01.205;;;;20.8;;;;;;
02/10/2024 05:47:17.417;;;;;34.8;;;;;
02/10/2024 05:47:55.756;7.45;;;;;183;;;;
02/10/2024 05:52:54.438;;;89;;;;;;;
02/10/2024 05:53:04.407;;;;;35.0;;;;;
02/10/2024 05:59:14.726;;;89;;;;;;;
02/10/2024 05:59:29.549;;;;17.3;;;;;;
02/10/2024 06:00:36.156;;;89;;;;;;;
02/10/2024 06:01:20.746;;;;;35.1;;;;;
02/10/2024 06:01:37.342;;;;17.7;;;;;;
02/10/2024 06:02:21.032;;;;13.1;;;;;;
02/10/2024 06:06:38.438;;;;;;182;;;;
02/10/2024 06:24:10.510;;;;;35.2;;;;;
02/10/2024 06:26:07.107;;;;26.3;;;;;;
02/10/2024 06:37:04.938;;;;;;183;;;;
02/10/2024 06:47:55.791;7.45;;;;;183;;;;
02/10/2024 06:51:23.127;;;89;;;;;;;
02/10/2024 06:54:09.163;;;;17.3;;;;;;
02/10/2024 06:55:05.869;;;;;34.9;;;;;
02/10/2024 06:58:31.092;;;;;35.0;;;;;
02/10/2024 06:59:59.194;;;89;;;;;;;
02/10/2024 07:00:09.659;;;;;34.9;;;;;
02/10/2024 07:00:32.086;;;89;;;;;;;
02/10/2024 07:00:37.479;;;;18.7;;;;;;
02/10/2024 07:07:35.509;;;;;;182;;;;
02/10/2024 07:10:56.196;;;;13.9;;;;;;
02/10/2024 07:11:35.408;;;;;35.2;;;;;
02/10/2024 07:27:44.232;;;;24.6;;;;;;
02/10/2024 07:38:03.468;;;;;;182;;;;
02/10/2024 07:38:03.876;;;;;;183;;;;
02/10/2024 07:40:06.257;;;89;;;;;;;
02/10/2024 07:42:04.185;;;89;;;;;;;
02/10/2024 07:47:55.860;7.45;;;;;183;;;;
02/10/2024 07:54:22.602;;;89;;;;;;;
02/10/2024 07:57:57.794;;;;;34.9;;;;;
02/10/2024 07:59:28.299;;;;;35.0;;;;;
02/10/2024 07:59:29.108;;;;17.2;;;;;;
02/10/2024 08:00:47.809;;;;16.2;;;;;;
02/10/2024 08:06:22.617;;;89;;;;;;;
02/10/2024 08:08:14.256;;;;;35.1;;;;;
02/10/2024 08:08:31.743;;;;;;182;;;;
02/10/2024 08:16:37.438;;;;14.0;;;;;;
02/10/2024 08:18:50.149;;;;;35.2;;;;;
02/10/2024 08:29:20.977;;;;26.0;;;;;;
02/10/2024 08:39:00.584;;;;;;183;;;;
02/10/2024 08:47:55.871;7.45;;;;;183;;;;
02/10/2024 08:51:23.126;;;89;;;;;;;
02/10/2024 08:54:30.317;;;;17.2;;;;;;
02/10/2024 08:55:39.632;;;;;34.8;;;;;
02/10/2024 08:55:44.606;;;;;34.9;;;;;
02/10/2024 08:59:07.045;;;89;;;;;;;
02/10/2024 09:01:26.139;;;;14.0;;;;;;
02/10/2024 09:01:52.258;;;;;35.1;;;;;
02/10/2024 09:05:03.451;;;89;;;;;;;
02/10/2024 09:09:26.659;;;;;;183;;;;
02/10/2024 09:09:27.168;;;;;;183;;;;
02/10/2024 09:11:16.887;;;;20.8;;;;;;
02/10/2024 09:19:26.995;;;;;35.1;;;;;
02/10/2024 09:23:24.174;;;89;;;;;;;
02/10/2024 09:35:27.713;;;89;;;;;;;
02/10/2024 09:40:39.202;;;;13.2;;;;;;
02/10/2024 09:45:17.255;;;;;34.9;;;;;
02/10/2024 09:47:55.913;7.45;;;;;183;;;;
02/10/2024 09:52:11.267;;;;;35.0;;;;;
02/10/2024 09:53:18.738;;;;17.2;;;;;;
02/10/2024 09:58:30.584;;;89;;;;;;;
02/10/2024 10:00:36.168;;;;;34.9;;;;;
02/10/2024 10:03:03.292;;;;16.2;;;;;;
02/10/2024 10:06:05.079;;;89;;;;;;;
02/10/2024 10:10:26.089;;;;;;183;;;;
02/10/2024 10:17:58.413;;;;;34.8;;;;;
02/10/2024 10:21:13.225;;;;24.2;;;;;;
02/10/2024 10:29:28.213;;;89;;;;;;;
02/10/2024 10:40:55.378;;;;;;182;;;;
02/10/2024 10:40:55.776;;;;;;183;;;;
02/10/2024 10:47:52.485;;;;13.9;;;;;;
02/10/2024 10:47:55.909;7.45;;;;;183;;;;
02/10/2024 10:57:46.087;;;;;35.2;;;;;
02/10/2024 10:57:59.590;;;;;35.0;;;;;
02/10/2024 10:59:49.787;;;;17.2;;;;;;
02/10/2024 10:59:56.094;;;89;;;;;;;
02/10/2024 11:00:10.528;;;;;35.1;;;;;
02/10/2024 11:00:37.913;;;;18.5;;;;;;
02/10/2024 11:03:00.124;;;89;;;;;;;
02/10/2024 11:11:22.322;;;;;;183;;;;
02/10/2024 11:21:37.552;;;;;34.9;;;;;
02/10/2024 11:32:41.277;;;;13.4;;;;;;
02/10/2024 11:40:06.285;;;89;;;;;;;
02/10/2024 11:41:53.803;;;;;;183;;;;
02/10/2024 11:46:37.804;;;;22.0;;;;;;
02/10/2024 11:47:55.925;7.45;;;;;183;;;;
02/10/2024 11:54:07.839;;;;;35.2;;;;;
02/10/2024 11:54:48.248;;;89;;;;;;;
02/10/2024 11:55:07.636;;;;17.1;;;;;;
02/10/2024 11:59:28.640;;;89;;;;;;;
02/10/2024 11:59:41.747;;;;;35.0;;;;;
02/10/2024 12:00:15.025;;;;;35.1;;;;;
02/10/2024 12:01:03.139;;;89;;;;;;;
02/10/2024 12:02:11.547;;;89;;;;;;;
02/10/2024 12:10:32.361;;;;14.8;;;;;;
02/10/2024 12:12:21.272;;;;;;183;;;;
02/10/2024 12:17:06.160;;;89;;;;;;;
02/10/2024 12:17:37.265;;;;;34.9;;;;;
02/10/2024 12:27:20.372;;;;23.8;;;;;;
02/10/2024 12:39:54.608;;;;13.4;;;;;;
02/10/2024 12:42:52.758;;;;;;183;;;;
02/10/2024 12:47:55.471;7.45;;89;;;183;;;;
02/10/2024 12:50:22.847;;;;;35.2;;;;;
02/10/2024 12:59:42.248;;;;;35.1;;;;;
02/10/2024 12:59:57.383;;;;17.1;;;;;;
02/10/2024 13:00:11.862;;;;;35.0;;;;;
02/10/2024 13:00:28.960;;;;;35.2;;;;;
02/10/2024 13:01:08.056;;;;14.7;;;;;;
02/10/2024 13:01:34.173;;;89;;;;;;;
02/10/2024 13:12:09.588;;;;13.2;;;;;;
02/10/2024 13:13:23.393;;;;;;183;;;;
02/10/2024 13:24:47.344;;;89;;;;;;;
02/10/2024 13:25:18.427;;;;;34.9;;;;;
02/10/2024 13:35:55.163;;;;22.7;;;;;;
02/10/2024 13:36:04.254;;;89;;;;;;;
02/10/2024 13:43:53.060;;;;;;183;;;;
02/10/2024 13:47:55.502;7.45;;;;35.0;183;;;;
02/10/2024 13:55:31.481;;;89;;;;;;;
02/10/2024 13:57:19.482;;;;17.1;;;;;;
02/10/2024 14:01:02.681;;;;16.8;;;;;;
02/10/2024 14:02:40.791;;;89;;;;;;;
02/10/2024 14:09:06.432;;;;;34.9;;;;;
02/10/2024 14:14:23.223;;;;;;182;;;;
02/10/2024 14:14:23.725;;;;;;183;;;;
02/10/2024 14:17:51.144;;;;24.3;;;;;;
02/10/2024 14:31:56.661;;;;13.5;;;;;;
02/10/2024 14:32:26.865;;;89;;;;;;;
02/10/2024 14:36:48.285;;;89;;;;;;;
02/10/2024 14:47:55.531;7.45;;;;;183;;;;
02/10/2024 14:48:16.388;;;;;35.2;;;;;
02/10/2024 14:50:08.818;;;;17.2;;;;;;
02/10/2024 14:58:45.456;;;;;35.0;;;;;
02/10/2024 14:59:48.428;;;89;;;;;;;
02/10/2024 15:00:17.236;;;;;35.1;;;;;
02/10/2024 15:01:18.437;;;;21.0;;;;;;
02/10/2024 15:01:19.338;;;89;;;;;;;
02/10/2024 15:02:39.865;;;;24.5;;;;;;
02/10/2024 15:15:21.680;;;;;;183;;;;
02/10/2024 15:15:22.178;;;;;;183;;;;
02/10/2024 15:26:34.976;;;;;34.9;;;;;
02/10/2024 15:35:56.514;;;89;;;;;;;
02/10/2024 15:36:16.734;;;;13.7;;;;;;
02/10/2024 15:47:55.581;7.45;;;;;183;;;;
02/10/2024 15:55:05.366;;;89;;;;;;;
02/10/2024 15:58:04.460;;;89;;;;;;;
02/10/2024 15:58:07.183;;;;;35.2;;;;;
02/10/2024 15:58:43.160;;;;17.1;;;;;;
02/10/2024 15:59:25.992;;;;;35.0;;;;;
02/10/2024 16:01:13.948;;;;;35.1;;;;;
02/10/2024 16:03:25.783;;;89;;;;;;;
02/10/2024 16:04:17.075;;;;14.0;;;;;;
02/10/2024 16:05:38.974;;;;13.4;;;;;;
02/10/2024 16:10:02.692;;;;;34.8;;;;;
02/10/2024 16:16:25.199;;;;;;183;;;;
02/10/2024 16:35:23.251;;;89;;;;;;;
02/10/2024 16:39:12.680;;;89;;;;;;;
02/10/2024 16:45:21.346;;;;;35.1;;;;;
02/10/2024 16:46:53.481;;;;;;183;;;;
02/10/2024 16:47:55.606;7.45;;;;;183;;;;
02/10/2024 16:53:20.976;;;;25.5;;;;;;
02/10/2024 16:53:46.184;;;;17.1;;;;;;
02/10/2024 16:59:31.721;;;89;;;;;;;
02/10/2024 16:59:57.901;;;;;35.0;;;;;
02/10/2024 17:00:18.994;;;;17.8;;;;;;
02/10/2024 17:00:36.992;;;89;;;;;;;
02/10/2024 17:06:20.408;;;;;35.1;;;;;
02/10/2024 17:17:25.926;;;;;;183;;;;
02/10/2024 17:19:08.554;;;89;;;;;;;
02/10/2024 17:23:11.072;;;;;35.2;;;;;
02/10/2024 17:28:08.480;;;;20.3;;;;;;
02/10/2024 17:45:25.391;;;;;34.9;;;;;
02/10/2024 17:47:51.113;;;;13.3;;;;;;
02/10/2024 17:47:53.817;;;;;;183;;;;
02/10/2024 17:47:55.647;7.45;;;;35.0;;;;;
02/10/2024 17:47:56.026;;;;;;183;;;;
02/10/2024 17:47:56.933;;;;;;183;;;;
02/10/2024 17:55:09.441;;;;17.1;;;;;;
02/10/2024 17:59:11.530;;;89;;;;;;;
02/10/2024 17:59:44.825;;;89;;;;;;;
02/10/2024 18:00:44.229;;;89;;;;;;;
02/10/2024 18:01:35.061;;;;;35.1;;;;;
02/10/2024 18:02:29.540;;;89;;;;;;;
02/10/2024 18:05:07.535;;;;;35.2;;;;;
02/10/2024 18:05:48.530;;;;17.8;;;;;;
02/10/2024 18:07:32.370;;;;21.6;;;;;;
02/10/2024 18:18:25.366;;;;;;183;;;;
02/10/2024 18:32:17.814;;;;;34.9;;;;;
02/10/2024 18:40:03.612;;;89;;;;;;;
02/10/2024 18:47:55.693;7.45;;;;;;;;;
02/10/2024 18:48:54.941;;;;;;183;;;;
02/10/2024 18:48:55.437;;;;;;183;;;;
02/10/2024 18:49:28.239;;;;13.3;;;;;;
02/10/2024 18:53:45.653;;;;17.1;;;;;;
02/10/2024 18:57:15.383;;;89;;;;;;;
02/10/2024 18:59:52.794;;;;;35.1;;;;;
02/10/2024 19:00:09.944;;;;;35.0;;;;;
02/10/2024 19:00:40.074;;;;16.0;;;;;;
02/10/2024 19:01:27.372;;;89;;;;;;;
02/10/2024 19:16:07.118;;;;25.8;;;;;;
02/10/2024 19:18:35.097;;;;;34.9;;;;;
02/10/2024 19:19:23.313;;;;;;183;;;;
02/10/2024 19:33:03.160;;;89;;;;;;;
02/10/2024 19:47:55.704;7.45;;;;;;;;;
02/10/2024 19:48:13.557;;;;;35.2;;;;;
02/10/2024 19:49:49.889;;;;;;183;;;;
02/10/2024 19:51:10.871;;;;;;183;;;;
02/10/2024 19:56:31.187;;;;;35.0;;;;;
02/10/2024 19:56:41.608;;;;12.1;;;;;;
02/10/2024 19:58:00.806;;;89;;;;;;;
02/10/2024 19:58:49.399;;;;17.0;;;;;;
02/10/2024 20:00:45.907;;;;;35.1;;;;;
02/10/2024 20:00:50.515;;;89;;;;;;;
02/10/2024 20:03:39.205;;;;13.8;;;;;;
02/10/2024 20:13:34.039;;;;;34.9;;;;;
02/10/2024 20:20:18.148;;;;;;183;;;;
02/10/2024 20:20:18.648;;;;;;183;;;;
02/10/2024 20:34:33.177;;;;12.1;;;;;;
02/10/2024 20:42:35.586;;;;;35.2;;;;;
02/10/2024 20:42:46.874;;;89;;;;;;;
02/10/2024 20:47:55.743;7.45;;;;;183;;;;
02/10/2024 20:55:13.824;;;89;;;;;;;
02/10/2024 20:59:28.941;;;;;35.0;;;;;
02/10/2024 20:59:28.954;;;89;;;;;;;
02/10/2024 20:59:48.824;;;;21.0;;;;;;
02/10/2024 20:59:49.234;;;;17.0;;;;;;
02/10/2024 21:00:18.933;;;;16.3;;;;;;
02/10/2024 21:01:04.829;;;;;34.9;;;;;
02/10/2024 21:01:39.027;;;;;34.9;;;;;
02/10/2024 21:05:14.557;;;89;;;;;;;
02/10/2024 21:21:15.303;;;;;;183;;;;
02/10/2024 21:21:17.166;;;;;;183;;;;
02/10/2024 21:24:54.003;;;89;;;;;;;
02/10/2024 21:27:54.001;;;;;35.1;;;;;
02/10/2024 21:36:10.407;;;;13.4;;;;;;
02/10/2024 21:39:18.921;;;89;;;;;;;
02/10/2024 21:47:55.756;7.45;;;;;;;;;
02/10/2024 21:50:05.558;;;;23.3;;;;;;
02/10/2024 21:51:46.360;;;;;;183;;;;
02/10/2024 21:56:30.362;;;;17.0;;;;;;
02/10/2024 21:59:50.564;;;89;;;;;;;
02/10/2024 21:59:55.056;;;;;35.0;;;;;
02/10/2024 22:01:05.284;;;89;;;;;;;
02/10/2024 22:01:25.071;;;;;35.1;;;;;
02/10/2024 22:01:29.094;;;;15.0;;;;;;
02/10/2024 22:05:32.669;;;;12.6;;;;;;
02/10/2024 22:08:20.877;;;;;35.2;;;;;
02/10/2024 22:18:10.831;;;89;;;;;;;
02/10/2024 22:22:11.613;;;;;;183;;;;
02/10/2024 22:30:39.136;;;;;34.9;;;;;
02/10/2024 22:30:40.059;;;;24.3;;;;;;
02/10/2024 22:43:35.442;;;89;;;;;;;
02/10/2024 22:47:55.783;7.45;;;;;;;;;
02/10/2024 22:52:41.698;;;;;;183;;;;
02/10/2024 22:53:08.707;;;;;;183;;;;
02/10/2024 22:58:42.196;;;;17.0;;;;;;
02/10/2024 22:58:42.612;;;89;;;;;;;
02/10/2024 22:59:48.309;;;;;35.0;;;;;
02/10/2024 23:00:18.914;;;89;;;;;;;
02/10/2024 23:00:19.389;;;;;35.1;;;;;
02/10/2024 23:02:59.184;;;;18.9;;;;;;
02/10/2024 23:15:48.144;;;;;34.8;;;;;
02/10/2024 23:18:21.642;;;;21.7;;;;;;
02/10/2024 23:23:07.853;;;;;;183;;;;
02/10/2024 23:23:10.076;;;;;;183;;;;
02/10/2024 23:30:53.661;;;89;;;;;;;
02/10/2024 23:37:53.476;;;;12.3;;;;;;
02/10/2024 23:39:40.983;;;;;35.2;;;;;
02/10/2024 23:40:23.290;;;89;;;;;;;
02/10/2024 23:47:55.815;7.45;;;;;;;;;
02/10/2024 23:50:22.630;;;;;35.0;;;;;
02/10/2024 23:53:36.204;;;;;;183;;;;
02/10/2024 23:53:36.618;;;;;;183;;;;
02/10/2024 23:56:15.040;;;89;;;;;;;
02/10/2024 23:58:58.351;;;;17.0;;;;;;
03/10/2024 00:00:03.630;;;89;;;;;;;
03/10/2024 00:00:09.511;;;;16.3;;;;;;
03/10/2024 00:08:09.639;;;;;34.9;;;;;
03/10/2024 00:16:00.767;;;89;;;;;;;
03/10/2024 00:22:41.704;;;;21.3;;;;;;
03/10/2024 00:23:32.602;;;89;;;;;;;
03/10/2024 00:24:04.103;;;;;;183;;;;
03/10/2024 00:32:25.798;;;;;35.1;;;;;
03/10/2024 00:47:55.864;7.45;;;;;;;;;
03/10/2024 00:52:04.242;;;;12.4;;;;;;
03/10/2024 00:54:34.553;;;;;;183;;;;
03/10/2024 00:54:35.473;;;;;;183;;;;
03/10/2024 00:55:53.274;;;;;34.9;;;;;
03/10/2024 00:57:07.967;;;89;;;;;;;
03/10/2024 00:59:00.544;;;;16.9;;;;;;
03/10/2024 00:59:56.285;;;;;35.0;;;;;
03/10/2024 01:00:17.383;;;;;34.9;;;;;
03/10/2024 01:00:19.686;;;;17.4;;;;;;
03/10/2024 01:02:08.592;;;89;;;;;;;
03/10/2024 01:06:09.373;;;;21.7;;;;;;
03/10/2024 01:25:01.043;;;;;;183;;;;
03/10/2024 01:25:01.546;;;;;;183;;;;
03/10/2024 01:33:42.163;;;89;;;;;;;
03/10/2024 01:34:00.151;;;;;35.2;;;;;
03/10/2024 01:47:55.921;7.45;;;;;;;;;
03/10/2024 01:52:38.860;;;;;34.9;;;;;
03/10/2024 01:53:58.078;;;;;35.0;;;;;
03/10/2024 01:55:29.413;;;;;;183;;;;
03/10/2024 01:55:32.588;;;;;;183;;;;
03/10/2024 01:57:55.690;;;;13.6;;;;;;
03/10/2024 01:57:57.918;;;;16.9;;;;;;
03/10/2024 01:59:10.817;;;89;;;;;;;
03/10/2024 02:02:10.395;;;;20.0;;;;;;
03/10/2024 02:03:41.724;;;89;;;;;;;
03/10/2024 02:05:35.603;;;;;35.1;;;;;
03/10/2024 02:07:28.040;;;89;;;;;;;
03/10/2024 02:16:24.519;;;;;35.2;;;;;
03/10/2024 02:25:10.067;;;89;;;;;;;
03/10/2024 02:25:57.766;;;;;;183;;;;
03/10/2024 02:25:58.179;;;;;;183;;;;
03/10/2024 02:27:17.879;;;;25.5;;;;;;
03/10/2024 02:40:46.990;;;;;34.9;;;;;
03/10/2024 02:47:55.919;7.45;;;;;;;;;
03/10/2024 02:56:28.826;;;;;;183;;;;
03/10/2024 02:56:40.114;;;;13.5;;;;;;
03/10/2024 02:56:42.323;;;;16.9;;;;;;
03/10/2024 02:57:36.850;;;89;;;;;;;
03/10/2024 02:58:28.044;;;;;35.1;;;;;
03/10/2024 03:00:22.829;;;89;;;;;;;
03/10/2024 03:03:30.548;;;;17.0;;;;;;
03/10/2024 03:17:43.191;;;;12.6;;;;;;
03/10/2024 03:18:22.362;;;;;34.9;;;;;
03/10/2024 03:26:53.114;;;;;;183;;;;
03/10/2024 03:26:55.384;;;;;;183;;;;
03/10/2024 03:28:25.812;;;89;;;;;;;
03/10/2024 03:28:31.679;;;;;34.9;;;;;
03/10/2024 03:40:48.321;;;89;;;;;;;
03/10/2024 03:42:50.731;;;;20.2;;;;;;
03/10/2024 03:47:55.466;7.45;;;;;;;;;
03/10/2024 03:50:51.828;;;;;35.2;;;;;
03/10/2024 03:57:21.059;;;;;;183;;;;
03/10/2024 03:57:24.159;;;;;;183;;;;
03/10/2024 03:57:46.745;;;89;;;;;;;
03/10/2024 03:59:35.577;;;;;35.0;;;;;
03/10/2024 03:59:41.385;;;;16.9;;;;;;
03/10/2024 04:00:20.604;;;;16.8;;;;;;
03/10/2024 04:01:51.978;;;89;;;;;;;
03/10/2024 04:03:29.567;;;;;35.1;;;;;
03/10/2024 04:19:03.308;;;;;34.9;;;;;
03/10/2024 04:22:03.832;;;;11.7;;;;;;
03/10/2024 04:27:49.350;;;;;;183;;;;
03/10/2024 04:36:08.866;;;;25.7;;;;;;
03/10/2024 04:47:55.565;7.45;;;;;;;;;
03/10/2024 04:54:06.678;;;;;35.2;;;;;
03/10/2024 04:56:39.687;;;89;;;;;;;
03/10/2024 04:58:19.591;;;;;;183;;;;
03/10/2024 04:58:20.483;;;;;;183;;;;
03/10/2024 04:58:24.009;;;;16.9;;;;;;
03/10/2024 04:59:04.511;;;;;35.0;;;;;
03/10/2024 04:59:43.624;;;89;;;;;;;
03/10/2024 05:02:19.413;;;89;;;;;;;
03/10/2024 05:04:33.929;;;89;;;;;;;
03/10/2024 05:09:45.314;;;;;34.9;;;;;
03/10/2024 05:09:45.323;;;;18.8;;;;;;
03/10/2024 05:22:01.537;;;89;;;;;;;
03/10/2024 05:23:41.049;;;;13.0;;;;;;
03/10/2024 05:27:24.570;;;;;34.9;;;;;
03/10/2024 05:44:48.614;;;;;35.2;;;;;
03/10/2024 05:47:55.592;7.45;;;;;183;;;;
03/10/2024 05:50:19.907;;;;24.5;;;;;;
03/10/2024 05:57:44.415;;;;;35.0;;;;;
03/10/2024 05:58:41.620;;;;16.9;;;;;;
03/10/2024 05:59:14.013;;;;;;183;;;;
03/10/2024 05:59:14.426;;;;;;183;;;;
03/10/2024 05:59:18.027;;;;;;183;;;;
03/10/2024 05:59:21.627;;;89;;;;;;;
03/10/2024 06:00:56.551;;;;;35.1;;;;;
03/10/2024 06:02:39.639;;;89;;;;;;;
03/10/2024 06:04:15.540;;;;15.8;;;;;;
03/10/2024 06:15:17.381;;;;;34.9;;;;;
03/10/2024 06:29:32.822;;;;25.6;;;;;;
03/10/2024 06:29:41.914;;;;;;183;;;;
03/10/2024 06:29:42.386;;;;;;183;;;;
03/10/2024 06:34:56.829;;;;;35.1;;;;;
03/10/2024 06:47:55.626;7.45;;;;;183;;;;
03/10/2024 06:51:33.967;;;89;;;;;;;
03/10/2024 06:53:18.768;;;;13.4;;;;;;
03/10/2024 06:54:37.556;;;89;;;;;;;
03/10/2024 06:55:45.967;;;89;;;;;;;
03/10/2024 06:59:12.463;;;;16.8;;;;;;
03/10/2024 06:59:32.744;;;;;34.9;;;;;
03/10/2024 07:00:04.653;;;;;35.1;;;;;
03/10/2024 07:00:10.081;;;;;;184;;;;
03/10/2024 07:00:10.554;;;89;;;;;;;
03/10/2024 07:01:20.777;;;;18.3;;;;;;
03/10/2024 07:04:30.664;;;;14.5;;;;;;
03/10/2024 07:07:12.193;;;89;;;;;;;
03/10/2024 07:19:57.619;;;;24.8;;;;;;
03/10/2024 07:30:40.248;;;;;;183;;;;
03/10/2024 07:47:55.661;7.45;;;;;183;;;;
03/10/2024 07:55:22.112;;;;16.9;;;;;;
03/10/2024 07:56:35.893;;;;;34.8;;;;;
03/10/2024 07:56:39.478;;;;;35.0;;;;;
03/10/2024 07:57:22.282;;;89;;;;;;;
03/10/2024 07:58:31.109;;;89;;;;;;;
03/10/2024 08:00:32.598;;;;21.1;;;;;;
