Time;pH1_001_PV;O2_flow_001.PV;DO1_001.PV;CO2_flow_001.PV;BioR_temp_001.PV;Air_flow_001.PV;BioR_stirring_001.SP;BioOUT_pump_001.SP;BioIN_pump_001.SP;Base_pump_001.SP
24/09/2024 10:53:46.645;;;;16.2;;;;;;
24/09/2024 10:57:30.771;;;91;;;;;;;
24/09/2024 10:57:35.676;;;;;;184;;;;
24/09/2024 10:57:36.545;;;;;;184;;;;
24/09/2024 10:59:58.486;;;;;37.0;;;;;
24/09/2024 11:00:00.350;;;;;37.1;;;;;
24/09/2024 11:01:08.953;;;91;;;;;;;
24/09/2024 11:01:45.851;;;;15.2;;;;;;
24/09/2024 11:05:09.688;;;;24.9;;;;;;
24/09/2024 11:09:05.309;;;;;37.2;;;;;
24/09/2024 11:17:38.008;;;;12.5;;;;;;
24/09/2024 11:18:27.920;;;92;;;;;;;
24/09/2024 11:26:18.021;;;;;36.8;;;;;
24/09/2024 11:28:02.541;;;;;;184;;;;
24/09/2024 11:42:24.272;;;91;;;;;;;
24/09/2024 11:47:55.617;7.45;;;;;;;;;
24/09/2024 11:58:15.182;;;91;;;;;;;
24/09/2024 11:58:32.816;;;;;;183;;;;
24/09/2024 11:58:33.212;;;;;;184;;;;
24/09/2024 11:58:46.200;;;;;;184;;;;
24/09/2024 11:58:51.187;;;;16.3;;;;;;
24/09/2024 11:59:42.282;;;;;37.0;;;;;
24/09/2024 12:00:05.903;;;;18.4;;;;;;
24/09/2024 12:00:21.017;;;;;37.1;;;;;
24/09/2024 12:02:12.325;;;91;;;;;;;
24/09/2024 12:13:34.121;;;;11.9;;;;;;
24/09/2024 12:27:30.881;;;;;36.8;;;;;
24/09/2024 12:28:59.685;;;;;;184;;;;
24/09/2024 12:29:46.974;;;91;;;;;;;
24/09/2024 12:37:45.781;;;;24.9;;;;;;
24/09/2024 12:47:55.633;7.45;;;;;;;;;
24/09/2024 12:54:03.915;;;;;37.2;;;;;
24/09/2024 12:55:49.342;;;91;;;;;;;
24/09/2024 12:58:47.543;;;;16.3;;;;;;
24/09/2024 12:59:31.642;;;;;;183;;;;
24/09/2024 12:59:33.108;;;;;;184;;;;
24/09/2024 12:59:33.452;;;91;;;;;;;
24/09/2024 12:59:54.035;;;;;37.0;;;;;
24/09/2024 13:00:01.911;;;;13.8;;;;;;
24/09/2024 13:00:09.740;;;;;37.1;;;;;
24/09/2024 13:00:09.944;;;;18.6;;;;;;
24/09/2024 13:00:50.431;;;91;;;;;;;
24/09/2024 13:01:24.025;;;;;37.2;;;;;
24/09/2024 13:23:49.473;;;;;36.8;;;;;
24/09/2024 13:30:01.815;;;;;;183;;;;
24/09/2024 13:30:02.302;;;;;;184;;;;
24/09/2024 13:36:18.435;;;92;;;;;;;
24/09/2024 13:38:36.615;;;91;;;;;;;
24/09/2024 13:47:55.677;7.45;;;;;184;;;;
24/09/2024 13:56:37.083;;;;16.4;;;;;;
24/09/2024 13:57:27.881;;;91;;;;;;;
24/09/2024 13:59:46.773;;;;;37.0;;;;;
24/09/2024 14:00:07.958;;;;;36.9;;;;;
24/09/2024 14:00:32.871;;;;;;183;;;;
24/09/2024 14:02:42.468;;;91;;;;;;;
24/09/2024 14:04:35.890;;;;16.2;;;;;;
24/09/2024 14:04:55.683;;;;17.7;;;;;;
24/09/2024 14:05:05.566;;;;15.6;;;;;;
24/09/2024 14:11:32.175;;;91;;;;;;;
24/09/2024 14:29:55.754;;;;;36.9;;;;;
24/09/2024 14:31:01.646;;;;;;184;;;;
24/09/2024 14:46:40.169;;;;;37.2;;;;;
24/09/2024 14:47:55.721;7.45;;;16.4;;184;;;;
24/09/2024 14:57:05.886;;;91;;;;;;;
24/09/2024 14:59:12.584;;;;;36.9;;;;;
24/09/2024 15:00:08.802;;;;;37.0;;;;;
24/09/2024 15:01:00.312;;;91;;;;;;;
24/09/2024 15:01:34.089;;;;;;183;;;;
24/09/2024 15:04:59.717;;;;16.5;;;;;;
24/09/2024 15:12:55.905;;;;;;184;;;;
24/09/2024 15:14:34.221;;;;;37.2;;;;;
24/09/2024 15:15:06.328;;;;;;183;;;;
24/09/2024 15:17:10.521;;;91;;;;;;;
24/09/2024 15:30:36.562;;;;16.1;;;;;;
24/09/2024 15:31:21.469;;;91;;;;;;;
24/09/2024 15:35:03.097;;;;;36.9;;;;;
24/09/2024 15:40:16.600;;;;16.8;;;;;;
24/09/2024 15:47:55.782;7.45;;;16.5;;184;;;;
24/09/2024 15:58:14.106;;;;;37.0;;;;;
24/09/2024 15:58:20.122;;;91;;;;;;;
24/09/2024 16:01:20.559;;;91;;;;;;;
24/09/2024 16:02:34.826;;;;;;183;;;;
24/09/2024 16:02:35.726;;;;;;184;;;;
24/09/2024 16:03:23.234;;;;;37.1;;;;;
24/09/2024 16:07:44.861;;;;15.4;;;;;;
24/09/2024 16:13:21.055;;;;12.9;;;;;;
24/09/2024 16:26:45.875;;;;;37.2;;;;;
24/09/2024 16:31:37.696;;;91;;;;;;;
24/09/2024 16:45:34.930;;;;;36.9;;;;;
24/09/2024 16:47:55.857;7.45;;;;;183;;;;
24/09/2024 16:51:02.253;;;;23.7;;;;;;
24/09/2024 16:57:19.777;;;91;;;;;;;
24/09/2024 16:58:12.881;;;;16.5;;;;;;
24/09/2024 16:58:25.978;;;91;;;;;;;
24/09/2024 16:59:58.483;;;;;37.2;;;;;
24/09/2024 17:00:03.470;;;;;37.0;;;;;
24/09/2024 17:03:25.674;;;91;;;;;;;
24/09/2024 17:03:35.582;;;;;;183;;;;
24/09/2024 17:03:36.956;;;;16.4;;;;;;
24/09/2024 17:07:50.274;;;;24.3;;;;;;
24/09/2024 17:12:27.902;;;;;;183;;;;
24/09/2024 17:24:46.611;;;;;36.8;;;;;
24/09/2024 17:32:34.750;;;;;;184;;;;
24/09/2024 17:35:59.055;;;91;;;;;;;
24/09/2024 17:37:16.732;;;;;37.2;;;;;
24/09/2024 17:47:55.931;7.45;;;;;183;;;;
24/09/2024 17:52:40.294;;;;14.3;;;;;;
24/09/2024 17:58:09.899;;;;;37.0;;;;;
24/09/2024 17:58:17.870;;;;16.6;;;;;;
24/09/2024 17:58:33.110;;;91;;;;;;;
24/09/2024 18:00:10.309;;;91;;;;;;;
24/09/2024 18:01:07.007;;;;15.7;;;;;;
24/09/2024 18:01:11.792;;;;;37.1;;;;;
24/09/2024 18:04:34.924;;;;;;183;;;;
24/09/2024 18:10:43.308;;;;;37.2;;;;;
24/09/2024 18:22:40.341;;;91;;;;;;;
24/09/2024 18:27:38.384;;;;;36.9;;;;;
24/09/2024 18:35:02.392;;;;;;184;;;;
24/09/2024 18:35:04.601;;;;;;183;;;;
24/09/2024 18:43:22.309;;;91;;;;;;;
24/09/2024 18:47:55.476;7.45;;;;;183;;;;
24/09/2024 18:48:41.389;;;;24.6;;;;;;
24/09/2024 18:50:02.819;;;;13.2;;;;;;
24/09/2024 18:56:04.339;;;;;37.0;;;;;
24/09/2024 18:57:47.243;;;;16.6;;;;;;
24/09/2024 18:59:59.543;;;91;;;;;;;
24/09/2024 19:00:58.450;;;91;;;;;;;
24/09/2024 19:01:15.130;;;;13.8;;;;;;
24/09/2024 19:01:55.846;;;;;37.1;;;;;
24/09/2024 19:02:45.362;;;;;37.2;;;;;
24/09/2024 19:05:31.652;;;;;;184;;;;
24/09/2024 19:12:27.437;;;;13.4;;;;;;
24/09/2024 19:18:36.389;;;91;;;;;;;
24/09/2024 19:33:30.115;;;;23.6;;;;;;
24/09/2024 19:36:01.331;;;;;;183;;;;
24/09/2024 19:47:43.060;;;;;36.9;;;;;
24/09/2024 19:47:55.562;7.45;;;;;183;;;;
24/09/2024 19:55:56.473;;;;16.7;;;;;;
24/09/2024 19:56:51.875;;;91;;;;;;;
24/09/2024 19:58:07.877;;;91;;;;;;;
24/09/2024 19:59:58.372;;;;;37.0;;;;;
24/09/2024 20:00:05.574;;;;;37.1;;;;;
24/09/2024 20:00:09.388;;;;15.1;;;;;;
24/09/2024 20:01:22.281;;;91;;;;;;;
24/09/2024 20:02:00.570;;;92;;;;;;;
24/09/2024 20:06:33.293;;;;;;184;;;;
24/09/2024 20:12:01.786;;;91;;;;;;;
24/09/2024 20:18:55.516;;;;;36.9;;;;;
24/09/2024 20:37:01.661;;;;;;183;;;;
24/09/2024 20:39:06.476;;;;;37.2;;;;;
24/09/2024 20:39:22.475;;;;29.3;;;;;;
24/09/2024 20:39:22.934;;;;12.1;;;;;;
24/09/2024 20:47:55.594;7.45;;;;;183;;;;
24/09/2024 20:58:38.508;;;91;;;;;;;
24/09/2024 20:58:41.478;;;;;37.0;;;;;
24/09/2024 20:58:56.507;;;;16.7;;;;;;
24/09/2024 21:00:07.814;;;;;37.1;;;;;
24/09/2024 21:03:37.314;;;;16.4;;;;;;
24/09/2024 21:05:52.313;;;91;;;;;;;
24/09/2024 21:07:30.007;;;;;;183;;;;
24/09/2024 21:07:30.426;;;;;;183;;;;
24/09/2024 21:08:20.420;;;91;;;;;;;
24/09/2024 21:19:23.037;;;;;36.9;;;;;
24/09/2024 21:19:57.031;;;;24.8;;;;;;
24/09/2024 21:37:57.883;;;;;;183;;;;
24/09/2024 21:42:22.287;;;;;37.2;;;;;
24/09/2024 21:43:43.904;;;;12.5;;;;;;
24/09/2024 21:47:55.628;7.45;;;;;183;;;;
24/09/2024 21:56:09.135;;;91;;;;;;;
24/09/2024 21:58:07.924;;;;16.7;;;;;;
24/09/2024 21:58:31.318;;;91;;;;;;;
24/09/2024 21:59:41.322;;;;;37.0;;;;;
24/09/2024 22:00:03.210;;;91;;;;;;;
24/09/2024 22:00:28.056;;;;;36.9;;;;;
24/09/2024 22:04:17.349;;;;17.1;;;;;;
24/09/2024 22:08:24.040;;;;;;184;;;;
24/09/2024 22:08:50.959;;;;21.5;;;;;;
24/09/2024 22:11:44.672;;;;14.0;;;;;;
24/09/2024 22:32:18.406;;;;;37.2;;;;;
24/09/2024 22:33:13.016;;;91;;;;;;;
24/09/2024 22:38:54.625;;;;;;183;;;;
24/09/2024 22:41:46.318;;;;;36.9;;;;;
24/09/2024 22:47:55.693;7.45;;;;;183;;;;
24/09/2024 22:49:29.054;;;91;;;;;;;
24/09/2024 22:55:38.969;;;;16.8;;;;;;
24/09/2024 22:57:36.668;;;;;37.0;;;;;
24/09/2024 22:58:21.869;;;91;;;;;;;
24/09/2024 23:00:53.358;;;;;37.1;;;;;
24/09/2024 23:01:18.277;;;91;;;;;;;
24/09/2024 23:02:09.581;;;;14.2;;;;;;
24/09/2024 23:02:09.980;;;;11.7;;;;;;
24/09/2024 23:08:18.602;;;91;;;;;;;
24/09/2024 23:09:22.901;;;;;;183;;;;
24/09/2024 23:18:58.500;;;;17.6;;;;;;
24/09/2024 23:25:47.731;;;;;37.2;;;;;
24/09/2024 23:38:52.060;;;;;36.8;;;;;
24/09/2024 23:39:49.465;;;;;;183;;;;
24/09/2024 23:47:55.760;7.45;;91;;;183;;;;
24/09/2024 23:57:18.488;;;;16.7;;;;;;
24/09/2024 23:59:49.805;;;;;37.0;;;;;
24/09/2024 23:59:59.514;;;91;;;;;;;
25/09/2024 00:00:00.692;;;;;37.1;;;;;
25/09/2024 00:00:53.917;;;;12.6;;;;;;
25/09/2024 00:03:42.723;;;91;;;;;;;
25/09/2024 00:10:17.402;;;;;;183;;;;
25/09/2024 00:13:27.746;;;;23.0;;;;;;
25/09/2024 00:25:06.577;;;91;;;;;;;
25/09/2024 00:25:29.757;;;;;37.2;;;;;
25/09/2024 00:33:17.054;;;91;;;;;;;
25/09/2024 00:38:45.586;;;;11.3;;;;;;
25/09/2024 00:40:17.996;;;;;36.9;;;;;
25/09/2024 00:40:47.576;;;;;;183;;;;
25/09/2024 00:47:55.809;7.45;;;;;183;;;;
25/09/2024 00:58:21.203;;;;;37.0;;;;;
25/09/2024 00:58:40.253;;;91;;;;;;;
25/09/2024 00:58:48.349;;;;16.9;;;;;;
25/09/2024 01:00:07.235;;;91;16.7;;;;;;
25/09/2024 01:01:50.644;;;91;;;;;;;
25/09/2024 01:02:12.542;;;;;37.1;;;;;
25/09/2024 01:41:42.341;;;;;;184;;;;
25/09/2024 01:41:43.239;;;;;;183;;;;
25/09/2024 01:45:27.724;;;;;37.2;;;;;
25/09/2024 01:47:55.839;7.45;;;;;183;;;;
25/09/2024 01:52:56.525;;;;25.4;;;;;;
25/09/2024 01:56:15.371;;;91;;;;;;;
25/09/2024 01:57:11.176;;;;12.5;;;;;;
25/09/2024 01:57:12.557;;;;16.8;;;;;;
25/09/2024 01:59:10.445;;;91;;;;;;;
25/09/2024 01:59:52.975;;;;;36.8;;;;;
25/09/2024 01:59:59.272;;;;;37.1;;;;;
25/09/2024 02:00:03.289;;;;;36.9;;;;;
25/09/2024 02:00:47.750;;;;16.2;;;;;;
25/09/2024 02:05:06.380;;;91;;;;;;;
25/09/2024 02:05:30.193;;;;21.9;;;;;;
25/09/2024 02:05:33.391;;;91;;;;;;;
25/09/2024 02:12:12.996;;;;;;183;;;;
25/09/2024 02:12:13.408;;;;;;183;;;;
25/09/2024 02:19:21.195;;;;;37.2;;;;;
25/09/2024 02:22:18.722;;;;11.9;;;;;;
25/09/2024 02:42:41.281;;;;;;183;;;;
25/09/2024 02:45:38.654;;;91;;;;;;;
25/09/2024 02:47:55.876;7.45;;;;;183;;;;
25/09/2024 02:52:58.282;;;91;;;;;;;
25/09/2024 02:58:29.318;;;;;36.9;;;;;
25/09/2024 02:59:18.586;;;;16.8;;;;;;
25/09/2024 02:59:25.105;;;;;37.0;;;;;
25/09/2024 03:00:03.111;;;91;;;;;;;
25/09/2024 03:00:09.411;;;;23.6;;;;;;
25/09/2024 03:00:51.011;;;;;37.1;;;;;
25/09/2024 03:13:08.330;;;;;;184;;;;
25/09/2024 03:24:44.265;;;;;36.9;;;;;
25/09/2024 03:29:32.062;;;;11.7;;;;;;
25/09/2024 03:43:13.517;;;;;37.2;;;;;
25/09/2024 03:43:36.692;;;;;;184;;;;
25/09/2024 03:43:37.178;;;;;;183;;;;
25/09/2024 03:44:26.682;;;91;;;;;;;
25/09/2024 03:46:52.011;;;91;;;;;;;
25/09/2024 03:47:55.935;7.45;;;;;183;;;;
25/09/2024 03:56:16.310;;;91;;;;;;;
25/09/2024 03:58:37.351;;;;;37.0;;;;;
25/09/2024 03:59:49.138;;;;16.8;;;;;;
25/09/2024 04:00:48.124;;;;16.6;;;;;;
25/09/2024 04:01:39.355;;;91;;;;;;;
25/09/2024 04:04:10.056;;;;;37.1;;;;;
25/09/2024 04:08:44.667;;;;21.9;;;;;;
25/09/2024 04:16:30.696;;;;;37.2;;;;;
25/09/2024 04:26:30.699;;;91;;;;;;;
25/09/2024 04:44:33.356;;;;;;183;;;;
25/09/2024 04:44:33.829;;;;;;183;;;;
25/09/2024 04:47:55.462;7.45;;;;;183;;;;
25/09/2024 04:49:19.230;;;;12.0;;;;;;
25/09/2024 04:57:23.565;;;;;36.9;;;;;
25/09/2024 04:58:29.059;;;;16.8;;;;;;
25/09/2024 04:58:47.774;;;;;37.0;;;;;
25/09/2024 04:59:39.250;;;91;;;;;;;
25/09/2024 05:00:12.774;;;;;36.9;;;;;
25/09/2024 05:00:31.141;;;;16.7;;;;;;
25/09/2024 05:00:52.654;;;91;;;;;;;
25/09/2024 05:04:35.367;;;91;;;;;;;
25/09/2024 05:15:01.774;;;;;;183;;;;
25/09/2024 05:18:41.388;;;;12.7;;;;;;
25/09/2024 05:28:45.819;;;;;37.2;;;;;
25/09/2024 05:43:58.747;;;;25.9;;;;;;
25/09/2024 05:45:31.948;;;;;;183;;;;
25/09/2024 05:47:20.745;;;91;;;;;;;
25/09/2024 05:47:55.496;7.45;;;;;183;;;;
25/09/2024 05:56:34.706;;;;16.8;;;;;;
25/09/2024 05:57:46.890;;;;;37.0;;;;;
25/09/2024 05:58:48.790;;;91;;;;;;;
25/09/2024 06:00:25.713;;;;;37.1;;;;;
25/09/2024 06:00:53.412;;;91;;;;;;;
25/09/2024 06:03:58.395;;;;16.6;;;;;;
25/09/2024 06:14:46.841;;;91;;;;;;;
25/09/2024 06:15:57.939;;;;;;183;;;;
25/09/2024 06:35:33.083;;;;;37.2;;;;;
25/09/2024 06:37:08.291;;;;17.4;;;;;;
25/09/2024 06:40:18.189;;;91;;;;;;;
25/09/2024 06:42:43.097;;;;13.2;;;;;;
25/09/2024 06:46:28.094;;;;;;183;;;;
25/09/2024 06:47:55.509;7.45;;91;;;183;;;;
25/09/2024 06:57:32.500;;;;;36.9;;;;;
25/09/2024 06:57:34.332;;;;;37.0;;;;;
25/09/2024 06:59:49.938;;;;16.8;;;;;;
25/09/2024 07:00:13.645;;;;;37.1;;;;;
25/09/2024 07:00:35.916;;;91;;;;;;;
25/09/2024 07:01:17.927;;;;;37.2;;;;;
25/09/2024 07:02:28.416;;;;16.3;;;;;;
25/09/2024 07:15:32.766;;;91;;;;;;;
25/09/2024 07:16:54.165;;;;;;183;;;;
25/09/2024 07:17:03.165;;;91;;;;;;;
25/09/2024 07:19:45.796;;;;;36.8;;;;;
25/09/2024 07:44:21.146;;;;11.5;;;;;;
25/09/2024 07:47:24.352;;;;;;183;;;;
25/09/2024 07:47:55.551;7.45;;;;;183;;;;
25/09/2024 07:52:39.827;;;;22.0;;;;;;
25/09/2024 07:56:19.365;;;;16.8;;;;;;
25/09/2024 07:59:07.752;;;91;;;;;;;
25/09/2024 07:59:54.748;;;;;37.0;;;;;
25/09/2024 08:01:13.754;;;91;;;;;;;
25/09/2024 08:01:53.979;;;;;37.1;;;;;
25/09/2024 08:02:30.593;;;;22.9;;;;;;
25/09/2024 08:03:52.069;;;;24.9;;;;;;
25/09/2024 08:09:04.100;;;;;37.2;;;;;
25/09/2024 08:11:06.782;;;91;;;;;;;
25/09/2024 08:17:50.413;;;;;;183;;;;
25/09/2024 08:17:50.885;;;;;;183;;;;
25/09/2024 08:42:23.754;;;91;;;;;;;
25/09/2024 08:47:55.557;7.45;;;;;;;;;
25/09/2024 08:48:21.489;;;;;;183;;;;
25/09/2024 08:48:42.170;;;;14.4;;;;;;
25/09/2024 08:49:50.293;;;;;36.9;;;;;
25/09/2024 08:54:19.188;;;;16.7;;;;;;
25/09/2024 08:54:39.978;;;91;;;;;;;
25/09/2024 08:59:38.917;;;;;37.0;;;;;
25/09/2024 09:00:39.515;;;91;;;;;;;
25/09/2024 09:00:50.490;;;;;37.1;;;;;
25/09/2024 09:01:15.975;;;;11.2;;;;;;
25/09/2024 09:08:41.421;;;91;;;;;;;
25/09/2024 09:11:32.425;;;91;;;;;;;
25/09/2024 09:18:46.738;;;;;;183;;;;
25/09/2024 09:43:29.668;;;;;37.2;;;;;
25/09/2024 09:47:55.598;7.45;;;;;;;;;
25/09/2024 09:48:57.484;;;;23.3;;;;;;
25/09/2024 09:49:15.482;;;;;;184;;;;
25/09/2024 09:49:17.307;;;;;;183;;;;
25/09/2024 09:58:05.200;;;;;;183;;;;
25/09/2024 09:58:16.922;;;91;;;;;;;
25/09/2024 09:58:29.428;;;;17.1;;;;;;
25/09/2024 09:59:02.445;;;;;36.8;;;;;
25/09/2024 09:59:08.555;7.45;;;;;;;;;
25/09/2024 09:59:44.805;;;;;36.9;;;;;
25/09/2024 10:00:09.805;;;;21.9;;;;;;
25/09/2024 10:00:59.255;;;91;;;;;;;
25/09/2024 10:02:51.055;;;;;37.1;;;;;
25/09/2024 10:04:23.550;7.45;;;;;;;;;
25/09/2024 10:17:43.444;;;;;37.2;;;;;
25/09/2024 10:19:44.770;;;;;;183;;;;
25/09/2024 10:28:24.493;;;;;;184;;;;
25/09/2024 10:28:47.894;;;;12.8;;;;;;
25/09/2024 10:30:11.594;;;;25.0;;;;;;
25/09/2024 10:34:20.406;;;91;;;;;;;
25/09/2024 10:35:38.927;;;;;36.9;;;;;
25/09/2024 10:37:50.134;;;91;;;;;;;
25/09/2024 10:45:27.328;;;;;;182;;;;
25/09/2024 10:47:55.589;7.45;;;;;;;;;
25/09/2024 10:58:14.337;;;;;37.0;;;;;
25/09/2024 10:58:20.451;;;;16.8;;;;;;
25/09/2024 10:58:30.334;;;91;;;;;;;
25/09/2024 10:59:33.345;;;;;;183;;;;
25/09/2024 11:00:40.560;;;;;36.9;;;;;
25/09/2024 11:00:58.869;;;;17.2;;;;;;
25/09/2024 11:01:21.780;;;91;;;;;;;
25/09/2024 11:05:10.896;;;91;;;;;;;
25/09/2024 11:05:36.476;;;;;;183;;;;
25/09/2024 11:07:49.199;;;;17.3;;;;;;
25/09/2024 11:16:42.699;;;;;37.2;;;;;
25/09/2024 11:38:49.025;;;;15.6;;;;;;
25/09/2024 11:41:15.234;;;;;;184;;;;
25/09/2024 11:43:50.069;;;;;;182;;;;
25/09/2024 11:43:53.780;;;;;36.9;;;;;
25/09/2024 11:47:55.602;7.45;;;16.8;;;;;;
25/09/2024 11:53:59.373;;;91;;;;;;;
25/09/2024 11:56:03.278;;;;;37.0;;;;;
25/09/2024 11:59:33.211;;;91;;;;;;;
25/09/2024 11:59:33.682;;;;;;183;;;;
25/09/2024 12:00:01.579;;;91;;;;;;;
25/09/2024 12:00:06.281;;;;;36.9;;;;;
25/09/2024 12:08:29.210;;;;16.6;;;;;;
25/09/2024 12:17:42.640;;;;12.9;;;;;;
25/09/2024 12:19:16.254;;;91;;;;;;;
25/09/2024 12:43:38.982;;;;;36.8;;;;;
25/09/2024 12:47:55.628;7.45;;91;;;183;;;;
25/09/2024 12:48:12.810;;;;;;184;;;;
25/09/2024 12:48:13.290;;;;;;183;;;;
25/09/2024 12:48:15.993;;;;;;183;;;;
25/09/2024 12:48:29.486;;;;18.8;;;;;;
25/09/2024 12:49:31.107;;;;16.7;;;;;;
25/09/2024 12:57:13.038;;;;;37.2;;;;;
25/09/2024 12:59:24.424;;;;;37.1;;;;;
25/09/2024 12:59:56.626;;;91;;;;;;;
25/09/2024 13:00:14.352;;;;;37.0;;;;;
25/09/2024 13:00:59.716;;;;17.0;;;;;;
25/09/2024 13:02:55.731;;;91;;;;;;;
25/09/2024 13:14:03.257;;;;;37.2;;;;;
25/09/2024 13:18:42.974;;;;;;183;;;;
25/09/2024 13:19:52.685;7.45;;;;;;;;;
25/09/2024 13:31:33.997;;;;;36.9;;;;;
25/09/2024 13:32:21.508;;;;;;184;;;;
25/09/2024 13:32:26.901;;;;;;183;;;;
25/09/2024 13:38:23.317;7.45;;;;;;;;;
25/09/2024 13:47:24.227;;;;21.8;;;;;;
25/09/2024 13:47:55.651;7.45;;91;;;;;;;
25/09/2024 13:50:39.521;;;;;;183;;;;
25/09/2024 13:51:38.461;;;;14.4;;;;;;
25/09/2024 13:55:34.255;;;91;;;;;;;
25/09/2024 13:58:38.353;;;;16.8;;;;;;
25/09/2024 13:59:21.556;;;91;;;;;;;
25/09/2024 13:59:57.279;;;;;37.0;;;;;
25/09/2024 14:00:07.577;;;;;37.2;;;;;
25/09/2024 14:00:44.357;;;91;;;;;;;
25/09/2024 14:02:09.783;;;;16.2;;;;;;
25/09/2024 14:14:29.816;;;;;36.9;;;;;
25/09/2024 14:19:45.993;;;;;;183;;;;
25/09/2024 14:24:30.336;;;91;;;;;;;
25/09/2024 14:47:55.707;7.45;;;;;;;;;
25/09/2024 14:49:01.480;;;91;;;;;;;
25/09/2024 14:50:14.361;;;;;;183;;;;
25/09/2024 14:50:16.578;;;;;;183;;;;
25/09/2024 14:57:30.385;;;;22.1;;;;;;
25/09/2024 14:57:30.802;;;;12.8;;;;;;
25/09/2024 14:59:38.182;;;;;;183;;;;
25/09/2024 14:59:41.313;;;;16.9;;;;;;
25/09/2024 14:59:48.096;;;91;;;;;;;
25/09/2024 14:59:59.071;;;;;36.9;;;;;
25/09/2024 15:00:30.584;;;;;37.0;;;;;
25/09/2024 15:00:31.304;;;;;;183;;;;
25/09/2024 15:01:27.082;;;;15.5;;;;;;
25/09/2024 15:01:41.005;;;;14.1;;;;;;
25/09/2024 15:01:41.485;;;;22.8;;;;;;
25/09/2024 15:02:02.676;;;91;;;;;;;
25/09/2024 15:20:07.559;;;;;;184;;;;
25/09/2024 15:22:02.824;;;;;;183;;;;
25/09/2024 15:31:14.041;;;91;;;;;;;
25/09/2024 15:35:56.366;;;;;36.9;;;;;
25/09/2024 15:38:21.504;;;91;;;;;;;
25/09/2024 15:47:55.733;7.45;;;;;183;;;;
25/09/2024 15:53:11.325;;;;;37.2;;;;;
25/09/2024 15:55:19.911;;;91;;;;;;;
25/09/2024 15:55:24.335;;;;16.8;;;;;;
25/09/2024 15:59:09.128;;;;;37.0;;;;;
25/09/2024 16:00:02.219;;;;;37.1;;;;;
25/09/2024 16:00:13.243;;;;17.7;;;;;;
25/09/2024 16:08:38.163;;;;;;183;;;;
25/09/2024 16:08:38.649;;;;;;183;;;;
25/09/2024 16:13:31.081;;;;23.6;;;;;;
25/09/2024 16:14:30.064;;;91;;;;;;;
25/09/2024 16:14:55.483;;;;;36.9;;;;;
25/09/2024 16:19:57.676;;;91;;;;;;;
25/09/2024 16:33:21.597;;;;;37.2;;;;;
25/09/2024 16:45:47.028;;;;12.0;;;;;;
25/09/2024 16:47:55.749;7.45;;;;;183;;;;
25/09/2024 16:57:00.653;;;;16.9;;;;;;
25/09/2024 16:57:57.359;;;91;;;;;;;
25/09/2024 16:59:16.084;;;91;;;;;;;
25/09/2024 16:59:58.162;;;;;37.0;;;;;
25/09/2024 17:01:08.851;;;;;37.1;;;;;
25/09/2024 17:02:55.264;;;91;;;;;;;
25/09/2024 17:03:22.955;;;;;37.2;;;;;
25/09/2024 17:08:11.179;;;;16.1;;;;;;
25/09/2024 17:09:33.091;;;;14.0;;;;;;
25/09/2024 17:09:38.967;;;;;;183;;;;
25/09/2024 17:30:02.802;;;91;;;;;;;
25/09/2024 17:40:07.156;;;;;;183;;;;
25/09/2024 17:47:55.764;7.45;;;;;183;;;;
25/09/2024 17:51:17.173;;;91;;;;;;;
25/09/2024 17:56:32.378;;;;;36.8;;;;;
25/09/2024 17:59:47.973;;;91;;;;;;;
25/09/2024 17:59:50.812;;;;;36.9;;;;;
25/09/2024 17:59:58.215;;;;23.2;;;;;;
25/09/2024 17:59:59.632;;;;16.8;;;;;;
25/09/2024 18:00:02.082;;;;;37.0;;;;;
25/09/2024 18:00:08.821;;;;;36.9;;;;;
25/09/2024 18:01:19.293;;;;21.1;;;;;;
25/09/2024 18:08:06.106;;;91;;;;;;;
25/09/2024 18:10:21.709;;;;;37.2;;;;;
25/09/2024 18:10:39.508;;;;;;183;;;;
25/09/2024 18:14:59.617;;;91;;;;;;;
25/09/2024 18:18:08.147;;;;25.1;;;;;;
25/09/2024 18:41:07.861;;;;;;184;;;;
25/09/2024 18:46:08.917;;;;13.9;;;;;;
25/09/2024 18:47:55.830;7.45;;;;;183;;;;
25/09/2024 18:57:25.314;;;;16.8;;;;;;
25/09/2024 18:57:26.623;;;91;;;;;;;
25/09/2024 18:59:50.324;;;;;37.0;;;;;
25/09/2024 19:00:03.648;;;;16.4;;;;;;
25/09/2024 19:00:09.306;;;;;36.9;;;;;
25/09/2024 19:00:15.753;;;91;;;;;;;
25/09/2024 19:07:02.158;;;91;;;;;;;
25/09/2024 19:11:37.143;;;;;;184;;;;
25/09/2024 19:12:48.252;;;;21.7;;;;;;
25/09/2024 19:31:47.213;;;91;;;;;;;
25/09/2024 19:36:34.717;;;;13.1;;;;;;
25/09/2024 19:41:41.812;;;;;36.9;;;;;
25/09/2024 19:42:06.835;;;;;;183;;;;
25/09/2024 19:47:55.853;7.45;;;;;183;;;;
25/09/2024 19:58:44.660;;;;;37.2;;;;;
25/09/2024 19:58:44.868;;;;16.8;;;;;;
25/09/2024 19:58:48.674;;;;;37.1;;;;;
25/09/2024 19:59:01.161;;;91;;;;;;;
